Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://qa-dealer.cudl.com,136,302,108,910,1585,2019,37,2056,0.000%,.45462,0.26,0.15
/Home/Login,136,231,79,541,990,3003,36,3010,0.000%,.45474,1.09,0.20
/Account/Login,136,2112,1315,3958,7173,9328,791,9383,0.000%,.45271,1.23,0.29
/CUDL,135,261,169,366,797,2613,34,2960,0.000%,.45579,1.20,0.93
/CUDL/styles/lending,135,198,143,289,534,1365,51,1404,0.000%,.45440,23.41,0.91
/css,134,578,569,680,746,1070,388,1729,0.000%,.45132,0.73,0.15
/CUDL/scripts/Libraries,133,569,379,1196,1384,2256,112,3268,0.000%,.44864,125.64,0.89
/CUDL/scripts/CUDLApp,132,258,218,440,552,1092,50,1558,0.000%,.45182,47.20,0.90
/CUDL/CudlWebConfig/GetCudlWebConfig,132,508,330,940,1463,2872,226,3435,0.000%,.45127,1.29,0.88
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,132,156,85,311,364,990,32,2754,0.000%,.45154,0.21,1.13
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,132,108,77,220,245,574,34,883,0.000%,.45147,0.21,1.13
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,132,261,252,333,370,542,146,822,0.000%,.45092,0.13,0.45
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,132,68,65,88,110,295,30,355,0.000%,.45108,0.21,0.43
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,132,68,67,89,97,161,30,390,0.000%,.45105,0.21,0.43
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,132,161,88,280,302,1249,33,2956,0.000%,.45096,0.73,1.12
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,132,104,80,221,258,376,31,464,0.000%,.45082,0.40,1.12
/DealerPortal/DealerPortalAPI/v1/User,264,89,82,116,134,346,45,415,0.000%,.90115,0.74,0.82
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,132,123,81,196,257,415,32,2612,0.000%,.45031,0.29,1.12
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,132,98,77,173,207,384,31,458,0.000%,.45018,0.24,1.12
/DealerPortal/Lending/v1/SellerFilters/,132,168,133,246,345,1231,52,1595,0.000%,.45009,22.14,0.40
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,132,76,66,97,106,357,33,397,0.000%,.45007,0.16,0.42
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,132,116,82,216,251,467,31,572,0.000%,.45004,0.59,1.12
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,132,101,73,191,249,428,34,450,0.000%,.44995,0.41,1.12
