Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://qa-dealer.cudl.com,25,811,453,1838,1989,3986,180,3986,0.000%,6.12595,3.46,2.05
/Home/Login,25,356,60,1005,1007,1850,33,1850,0.000%,6.17436,14.75,2.76
/Account/Login,25,3217,3371,4108,4334,4371,1016,4371,0.000%,4.38596,11.88,2.85
/CUDL,25,144,133,168,226,353,37,353,0.000%,5.81666,15.38,11.82
/CUDL/styles/lending,25,117,108,157,179,185,72,185,0.000%,5.68053,292.71,11.38
/css,25,442,427,511,520,531,377,531,0.000%,5.15783,8.36,1.73
/CUDL/scripts/Libraries,25,297,190,447,758,1662,122,1662,0.000%,5.11771,1433.18,10.19
/CUDL/scripts/CUDLApp,25,105,78,191,271,276,47,276,0.000%,5.15677,538.71,10.26
/CUDL/CudlWebConfig/GetCudlWebConfig,25,333,289,501,580,760,235,760,0.000%,4.96623,14.18,9.72
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,25,53,44,80,105,176,35,176,0.000%,5.31011,2.49,13.29
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,25,50,44,58,66,171,33,171,0.000%,5.31802,2.50,13.31
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,25,231,231,270,312,335,168,335,0.000%,5.14827,1.48,5.19
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,25,43,41,55,57,89,30,89,0.000%,5.29549,2.51,5.00
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,25,45,44,56,67,80,30,80,0.000%,5.28541,2.51,5.02
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,25,66,52,131,148,158,34,158,0.000%,5.17598,8.40,12.87
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,25,57,50,77,101,168,32,168,0.000%,5.17706,4.64,12.88
/DealerPortal/DealerPortalAPI/v1/User,50,72,60,103,106,222,44,222,0.000%,10.22286,8.44,9.33
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,25,61,56,102,112,160,30,160,0.000%,5.15145,3.36,12.81
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,25,71,51,136,163,205,34,205,0.000%,5.14721,2.69,12.79
/DealerPortal/Lending/v1/SellerFilters/,25,119,96,166,233,329,54,329,0.000%,5.09684,250.73,4.58
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,25,45,41,63,65,67,31,67,0.000%,5.15145,1.82,4.85
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,25,83,53,162,165,182,33,182,0.000%,5.13875,6.68,12.77
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,25,48,43,62,73,91,34,91,0.000%,5.13031,4.63,12.79
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,25,52,45,76,81,86,31,86,0.000%,5.08647,8.30,12.63
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,25,49,46,66,79,82,33,82,0.000%,5.06997,3.35,12.66
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,25,50,49,70,76,80,31,80,0.000%,5.03728,4.87,12.59
/API/DealQueue/v1/DealQueue?count=100,25,247,195,352,407,909,133,909,0.000%,4.28082,499.78,11.37
/CUDL/{SiteVersion}/App/Messages/Views/MessageBoardComponent.html,25,55,41,74,79,233,33,233,0.000%,4.43420,5.67,11.20
/CUDL/{SiteVersion}/App/Messages/Views/MessageDetailComponent.html,25,59,45,80,200,234,32,234,0.000%,4.40606,3.96,11.13
/DealerPortal/DealerPortalAPI/v1/DealerStatistics,25,50,38,49,134,223,34,223,0.000%,4.27936,2.27,3.96
/API/MessageBoard/v1/messages,25,98,57,137,293,451,45,451,0.000%,4.05910,2.38,10.13
/API/DMS/v1/DealerDmsRecords/CleanApps,25,132,84,159,476,578,39,578,0.000%,3.83671,0.75,10.34
/API/DMS/v1/DealerDmsRecords,25,149,65,379,462,651,39,651,0.000%,3.50779,0.89,9.01
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDmsFirebaseToken,25,84,39,171,226,230,31,230,0.000%,3.47319,1.65,3.50
