Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://qa-dealer.cudl.com,121,145,91,184,575,871,38,1482,0.000%,.41100,0.23,0.14
/Home/Login,121,146,78,309,515,1009,31,2086,0.000%,.41115,0.98,0.18
/Account/Login,121,3344,1302,16578,18077,18681,774,18746,0.000%,.40987,1.11,0.27
/CUDL,121,250,196,438,839,1338,35,1513,0.000%,.41185,1.09,0.84
/CUDL/styles/lending,121,169,141,298,363,570,52,626,0.000%,.41176,21.22,0.82
/css,121,596,584,688,735,1188,384,1854,0.000%,.41113,0.66,0.14
/CUDL/scripts/Libraries,121,595,362,1261,1625,3366,113,4517,0.000%,.41145,115.22,0.82
/CUDL/scripts/CUDLApp,121,312,238,567,818,1670,53,2064,0.000%,.41071,42.91,0.82
/CUDL/CudlWebConfig/GetCudlWebConfig,121,576,383,1133,1360,3154,233,3350,0.000%,.40958,1.15,0.80
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,121,188,93,287,445,1605,30,2209,0.000%,.41028,0.19,1.03
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,121,110,77,198,243,586,32,691,0.000%,.41026,0.19,1.03
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,121,348,251,384,497,3335,132,3605,0.000%,.41000,0.12,0.42
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,121,83,61,99,151,589,28,1349,0.000%,.41025,0.19,0.39
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,121,69,62,88,93,381,30,383,0.000%,.41019,0.19,0.40
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,121,277,129,352,1241,3273,32,3286,0.000%,.40995,0.67,1.03
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,121,137,77,252,298,578,32,3371,0.000%,.40992,0.37,1.03
/DealerPortal/DealerPortalAPI/v1/User,242,96,83,115,133,341,44,1392,0.000%,.81960,0.69,0.76
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,121,110,79,198,239,292,32,1216,0.000%,.40988,0.27,1.03
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,121,99,78,161,228,304,32,687,0.000%,.40984,0.21,1.02
/DealerPortal/Lending/v1/SellerFilters/,121,166,142,228,349,902,58,1076,0.000%,.40973,23.82,0.37
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,121,73,67,91,107,280,33,419,0.000%,.40975,0.14,0.39
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,121,114,78,171,241,685,32,1487,0.000%,.40974,0.53,1.02
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,121,98,74,162,247,444,32,460,0.000%,.40970,0.37,1.03
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,121,130,72,199,299,406,32,3379,0.000%,.40959,0.67,1.02
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,121,88,74,162,197,257,30,268,0.000%,.40958,0.27,1.03
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,121,122,76,190,284,388,33,2582,0.000%,.40956,0.40,1.03
/API/DealQueue/v1/DealQueue?count=100,121,644,423,1353,1843,3036,135,4820,0.000%,.40931,53.18,1.09
/CUDL/{SiteVersion}/App/Messages/Views/MessageBoardComponent.html,121,176,107,288,392,747,30,3327,0.000%,.40958,0.52,1.04
/CUDL/{SiteVersion}/App/Messages/Views/MessageDetailComponent.html,120,102,80,182,263,312,32,394,0.000%,.40668,0.37,1.03
/DealerPortal/DealerPortalAPI/v1/DealerStatistics,120,205,226,297,307,398,33,511,0.000%,.40662,0.22,0.38
/API/MessageBoard/v1/messages,120,162,94,285,423,1136,40,1254,1.667%,.40653,0.24,1.02
/API/AppStagingProxy/DigitalDeal/GetDigitalDeals?count=100&startDate={currentUtcTime},118,931,597,1941,2870,4034,365,7035,0.000%,.39052,24.42,1.08
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueue.html,117,207,138,297,350,2016,34,3520,0.000%,.40999,0.40,1.09
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueComponent.html,117,134,120,222,260,469,35,534,0.000%,.40992,1.60,1.10
/CUDL/{SiteVersion}/App/Common/Views/AppSummary.html,117,122,109,170,229,356,32,531,0.000%,.40989,2.38,1.09
