Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://qa-dealer.cudl.com,25,571,546,987,1261,1377,147,1377,0.000%,11.74812,6.63,3.94
/Home/Login,25,545,999,1026,1026,1027,28,1027,0.000%,11.49425,27.46,5.13
/Account/Login,25,3438,3176,5298,5417,5430,2194,5430,0.000%,3.30600,8.95,2.15
/CUDL,25,152,110,177,536,542,90,542,0.000%,5.51755,14.59,11.21
/CUDL/styles/lending,25,92,77,116,172,217,46,217,0.000%,5.60915,289.03,11.23
/css,25,472,424,476,669,1418,379,1418,0.000%,5.21812,8.42,1.75
/CUDL/scripts/Libraries,25,239,164,402,502,852,116,852,0.000%,5.33276,1493.40,10.62
/CUDL/scripts/CUDLApp,25,137,70,178,552,790,48,790,0.000%,5.32708,556.50,10.60
/CUDL/CudlWebConfig/GetCudlWebConfig,25,387,288,654,951,995,232,995,0.000%,5.04032,14.18,9.87
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,25,65,44,94,126,344,29,344,0.000%,5.37172,2.52,13.52
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,25,61,46,94,150,222,29,222,0.000%,5.60664,2.63,14.11
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,25,227,191,358,494,495,163,495,0.000%,5.21485,1.50,5.34
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,25,55,40,56,71,387,31,387,0.000%,5.37403,2.55,5.15
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,25,47,46,68,79,81,29,81,0.000%,5.35906,2.54,5.17
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,25,227,72,165,239,3320,36,3320,0.000%,5.15570,8.37,12.90
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,25,79,47,128,223,444,34,444,0.000%,5.14403,4.61,12.88
/DealerPortal/DealerPortalAPI/v1/User,50,61,56,78,93,183,42,183,0.000%,10.10509,8.50,9.37
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,25,69,55,129,165,169,31,169,0.000%,5.05255,3.30,12.64
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,25,54,41,75,149,200,30,200,0.000%,4.93876,2.58,12.34
/DealerPortal/Lending/v1/SellerFilters/,25,115,107,137,265,278,59,278,0.000%,4.82812,280.72,4.41
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,25,50,47,69,91,93,32,93,0.000%,4.86760,1.63,4.65
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,25,100,50,236,307,343,34,343,0.000%,4.67202,6.08,11.68
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,25,91,46,170,285,481,30,481,0.000%,4.32376,3.91,10.84
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,25,62,56,101,123,143,31,143,0.000%,4.29111,7.00,10.72
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,25,65,49,121,130,132,34,132,0.000%,4.26694,2.82,10.71
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,25,54,43,70,85,206,31,206,0.000%,4.20592,4.06,10.58
/API/DealQueue/v1/DealQueue?count=100,25,370,240,749,802,802,164,802,0.000%,4.00384,520.18,10.69
/CUDL/{SiteVersion}/App/Messages/Views/MessageBoardComponent.html,25,87,48,180,238,392,34,392,0.000%,4.08764,5.23,10.38
/CUDL/{SiteVersion}/App/Messages/Views/MessageDetailComponent.html,25,65,56,74,103,317,30,317,0.000%,4.08030,3.67,10.37
/DealerPortal/DealerPortalAPI/v1/DealerStatistics,25,101,46,204,243,308,32,308,0.000%,3.99489,2.12,3.75
/API/MessageBoard/v1/messages,25,98,62,153,266,462,42,462,12.000%,3.97899,2.20,9.99
/API/AppStagingProxy/DigitalDeal/GetDigitalDeals?count=100&startDate={currentUtcTime},25,808,583,1066,2971,3035,381,3035,0.000%,3.73079,233.10,10.31
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueue.html,25,98,71,196,227,250,34,250,0.000%,3.96888,3.91,10.58
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueComponent.html,25,107,90,160,252,364,32,364,0.000%,3.93515,15.39,10.53
/CUDL/{SiteVersion}/App/Common/Views/AppSummary.html,25,236,96,181,230,3390,33,3390,0.000%,3.02590,17.57,8.07
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueFiltersComponent.html,25,167,86,191,479,1433,38,1433,0.000%,2.87952,8.30,7.73
/CUDL/{SiteVersion}/App/Forms/Views/FormsComponent.html,25,109,103,216,233,276,34,276,0.000%,2.86402,6.20,7.64
/CUDL/{SiteVersion}/App/AppDetails/Views/Lender.html,25,170,115,229,403,1185,36,1185,0.000%,2.83962,4.21,7.57
/CUDL/{SiteVersion}/App/AppDetails/Views/DecisionHistory.html,25,161,134,254,430,462,70,462,0.000%,2.78396,2.42,7.45
/API/DealQueue/v1/DealQueue?count=2500,200,5966,5110,9947,10869,12275,1962,12922,0.000%,3.34857,10730.93,8.94
/CUDL/{SiteVersion}/App/DigitalDealQueue/Views/DigitalDealQueueComponent.html,25,348,243,306,359,3316,70,3316,0.000%,1.11567,2.94,3.00
/CUDL/Logos/AutoSMART.svg,25,140,73,378,409,469,34,469,0.000%,1.12451,3.91,2.23
/CUDL/Logos/LendingTree.svg,25,197,101,411,765,775,39,775,0.000%,1.12420,9.13,2.23
/CUDL/Logos/AutoShopping.svg,25,131,86,262,455,545,38,545,0.000%,1.12862,7.03,2.24
/CUDL/Logos/AutoNavigator.svg,25,115,70,195,372,515,44,515,0.000%,1.15001,5.18,2.28
/CUDL/Logos/Equifax.svg,25,86,71,121,164,371,39,371,0.000%,1.16301,2.38,2.30
/CUDL/{SiteVersion}/App/DigitalDealQueue/Views/DigitalDealQueueFiltersComponent.html,25,160,106,172,265,1337,35,1337,0.000%,1.16943,2.37,3.15
/CUDL/{SiteVersion}/App/Common/Views/SwapArrows-Horizontal.html,25,105,119,137,151,240,29,240,0.000%,1.17371,0.82,3.14
/API/AppStagingProxy/DigitalDeal/GetDigitalDeals?count=500,25,2317,1353,4144,6898,7010,779,7010,0.000%,1.13507,348.35,3.21
