Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://uat-dealer.cudl.com,142,99,58,178,223,790,23,1123,0.000%,.47335,0.54,0.16
/Home/Login,142,81,43,86,202,634,23,3200,0.000%,.47355,0.18,0.39
/v2/,141,72,46,100,167,1147,22,1228,0.000%,.47095,0.94,0.38
/v2/assets/config.json,141,52,45,75,112,306,23,327,0.000%,.47090,0.39,0.38
/V2/assets/dictionary/dictionary.json,141,53,44,87,114,227,23,316,0.000%,.47085,3.55,0.39
/v2/cudirect.97d2dadbd9d377a1a23e.woff2,141,59,49,100,135,222,25,223,0.000%,.47081,10.89,0.41
/cuid/api/token/provider,141,612,433,883,1749,3556,244,3704,0.000%,.47025,0.37,0.28
/cuid/api/token,140,2467,1490,5018,5726,12239,1149,12426,0.000%,.46665,0.80,0.29
/Home/LoginWidget,139,1038,890,1518,1822,2579,634,3992,0.000%,.46954,1.36,0.89
/CUDL,138,211,153,333,539,1434,54,1870,0.000%,.47161,20.18,1.60
/CUDL/styles/lending,138,209,177,318,392,921,46,1175,0.000%,.47157,24.38,1.58
/css,138,422,386,483,558,1411,281,1769,0.000%,.47127,0.77,0.16
/CUDL/scripts/Libraries,138,604,527,1031,1288,3692,92,3808,0.000%,.47073,131.94,1.56
/CUDL/scripts/CUDLApp,138,492,350,871,1115,2666,87,3146,0.000%,.46973,87.60,1.56
/CUDL/CudlWebConfig/GetCudlWebConfig,137,444,330,846,1045,1492,186,3463,0.000%,.46766,1.44,1.53
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,137,126,91,218,325,826,28,846,0.000%,.46909,0.22,1.83
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,137,96,90,170,189,282,29,307,0.000%,.46914,0.22,1.83
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,137,241,172,235,304,3239,92,3240,0.000%,.46855,0.45,0.97
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,137,75,53,87,146,1036,26,1051,0.000%,.46872,0.46,1.05
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,137,93,51,93,128,860,24,3052,0.000%,.46869,0.37,1.12
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,137,117,93,204,235,389,32,1145,0.000%,.46860,0.79,1.82
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,136,98,91,157,199,272,26,347,0.000%,.46612,0.45,1.81
/DealerPortal/DealerPortalAPI/v1/User,272,74,56,90,107,239,31,1992,0.000%,.93210,1.15,2.13
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,136,130,98,209,259,802,31,1492,0.000%,.46644,0.34,1.81
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,136,105,96,185,238,299,26,343,0.000%,.46643,0.27,1.81
/DealerPortal/Lending/v1/SellerFilters/,136,281,165,475,857,2013,91,2304,0.000%,.46592,63.45,1.02
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,135,76,54,98,155,529,30,910,0.000%,.46624,0.41,1.04
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,135,130,106,218,282,581,26,950,0.000%,.46615,0.64,1.81
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,135,109,94,181,217,330,24,638,0.000%,.46614,0.45,1.81
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,135,122,96,185,225,1200,27,1274,0.000%,.46611,0.79,1.81
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,135,107,94,178,230,351,30,376,0.000%,.46611,0.34,1.81
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,135,112,92,203,242,359,28,464,0.000%,.46604,0.48,1.82
/API/DealQueue/v1/DealQueue?count=100,135,466,254,1013,1454,3644,89,3806,0.000%,.46630,56.64,1.89
/CUDL/{SiteVersion}/App/Messages/Views/MessageBoardComponent.html,135,165,107,260,430,1318,28,1716,0.000%,.46624,0.63,1.83
/CUDL/{SiteVersion}/App/Messages/Views/MessageDetailComponent.html,135,114,96,197,232,468,29,828,0.000%,.46627,0.45,1.83
/DealerPortal/DealerPortalAPI/v1/DealerStatistics,135,154,140,254,343,510,30,1574,0.000%,.46626,0.40,1.11
/API/MessageBoard/v1/messages,135,242,125,389,1086,2263,44,2398,0.741%,.46614,0.28,1.81
/API/DMS/v1/DealerDmsRecords/CleanApps,134,106,69,226,273,353,32,567,0.000%,.46267,0.24,1.89
/API/DMS/v1/DealerDmsRecords,134,100,76,205,265,423,30,454,0.000%,.46263,0.27,1.83
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDmsFirebaseToken,134,155,63,181,247,2919,31,3993,0.000%,.46241,0.37,1.14
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueue.html,134,81,61,139,191,329,26,725,0.000%,.46236,0.49,1.87
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueComponent.html,134,78,61,141,181,444,25,444,0.000%,.46234,1.84,1.87
/CUDL/{SiteVersion}/App/Common/Views/AppSummary.html,134,88,57,145,195,331,29,1643,0.000%,.46234,2.72,1.87
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueFiltersComponent.html,134,79,64,144,163,367,29,409,0.000%,.46233,1.38,1.88
/CUDL/{SiteVersion}/App/Forms/Views/FormsComponent.html,134,95,60,150,211,1186,29,1208,0.000%,.46233,1.04,1.87
/CUDL/{SiteVersion}/App/AppDetails/Views/Lender.html,134,116,60,151,179,1301,28,3325,0.000%,.46230,0.72,1.87
/CUDL/{SiteVersion}/App/AppDetails/Views/DecisionHistory.html,134,100,61,137,161,314,27,3514,0.000%,.46189,0.44,1.87
/API/DealQueue/v1/DealQueue?count=2500,1043,5036,4859,8046,8898,10576,1276,13477,0.000%,3.57325,10944.73,14.46
/CUDL/{SiteVersion}/App/Common/Views/appSetupDialog.html,127,243,168,305,521,3286,35,3287,0.000%,.50313,2.25,2.04
/DealerPortal/Lending/v1/rpc/Approvals/SmartApprovals,126,451,244,810,1360,3446,144,3652,0.000%,.49818,0.44,1.21
/DealerPortal/Lending/v1/rpc/Approvals/PreApprovals,125,1278,1037,1902,2444,3958,768,4317,0.000%,.49308,4.35,1.27
/DealerPortal/Lending/v1/rpc/Approvals/OtherApprovals,123,245,153,372,1084,1728,75,1902,0.000%,.49159,0.34,1.29
/DealerPortal/Lending/v1/MemberEligibility?lenderCode={applicationLenderCode},123,877,809,1069,1364,1493,690,1513,0.000%,.49030,0.42,1.13
/CUDL/{SiteVersion}/App/AppEntry/Views/AppEntry.html,123,312,158,324,696,3297,82,9268,0.000%,.49145,1.91,1.99
/CUDL/{SiteVersion}/App/AppEntry/Views/NavMenu.html,122,72,51,109,155,261,25,1234,0.000%,.48917,0.69,1.98
/CUDL/{SiteVersion}/App/AppEntry/Views/SetupForm.html,122,69,51,86,105,577,26,1190,0.000%,.49150,0.62,1.99
/CUDL/{SiteVersion}/App/AppEntry/Views/DealStructure.html,122,60,55,87,136,200,27,225,0.000%,.49154,1.07,1.99
/CUDL/{SiteVersion}/App/AppEntry/Views/ApplicantForm.html,122,89,55,94,119,1250,31,1265,0.000%,.49154,1.87,1.99
/CUDL/{SiteVersion}/App/AppEntry/Views/Comment.html,122,60,52,87,107,223,29,309,0.000%,.49106,0.50,1.98
/CUDL/{SiteVersion}/App/AppEntry/Views/ApplicantResidence.html,122,68,56,89,112,172,29,1254,0.000%,.49102,0.89,1.99
