Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://uat-dealer.cudl.com,150,79,57,150,167,314,23,342,0.000%,.50779,0.58,0.17
/Home/Login,150,53,46,79,120,172,24,252,0.000%,.50796,0.19,0.42
/v2/,150,53,47,74,93,256,23,371,0.000%,.50793,1.02,0.41
/v2/assets/config.json,150,57,47,78,121,325,21,332,0.000%,.50790,0.42,0.41
/V2/assets/dictionary/dictionary.json,150,69,49,78,95,1288,21,1296,0.000%,.50785,3.83,0.42
/v2/cudirect.97d2dadbd9d377a1a23e.woff2,150,61,50,98,105,294,25,322,0.000%,.50784,11.75,0.44
/cuid/api/token/provider,150,482,429,640,819,1312,248,2473,0.000%,.50710,0.40,0.30
/cuid/api/token,150,2136,1447,4392,4987,10846,1163,15021,0.000%,.50500,0.87,0.31
/Home/LoginWidget,150,1136,893,1779,2202,4076,603,4417,0.000%,.51038,1.47,0.97
/CUDL,150,208,159,335,564,1015,48,1074,0.000%,.51202,21.90,1.73
/CUDL/styles/lending,150,195,165,274,424,885,37,1022,0.000%,.51181,26.46,1.72
/css,150,403,384,508,543,903,264,1040,0.000%,.51129,0.83,0.17
/CUDL/scripts/Libraries,150,632,579,1167,1339,2012,96,2092,0.000%,.51045,143.07,1.69
/CUDL/scripts/CUDLApp,149,536,376,986,1416,3814,77,3857,0.000%,.51115,95.33,1.69
/CUDL/CudlWebConfig/GetCudlWebConfig,149,520,334,1090,1334,2685,197,3390,0.000%,.51109,1.57,1.68
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,149,149,103,237,389,965,30,1210,0.000%,.51184,0.24,2.00
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,149,126,98,181,306,896,28,1183,0.000%,.51185,0.24,2.00
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,149,215,174,254,368,1536,90,1574,0.000%,.51155,0.49,1.06
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,149,79,53,96,197,570,26,1004,0.000%,.51178,0.50,1.14
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,149,60,54,85,112,198,29,201,0.000%,.51176,0.41,1.23
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,149,164,106,259,654,1177,27,1234,0.000%,.51164,0.86,1.99
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,149,107,96,166,205,568,29,684,0.000%,.51284,0.49,1.99
/DealerPortal/DealerPortalAPI/v1/User,298,84,62,96,128,365,29,3031,0.000%,1.02764,1.29,2.35
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,149,131,97,210,343,804,33,1036,0.000%,.51375,0.37,2.00
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,149,120,94,176,235,981,26,1183,0.000%,.51374,0.30,1.99
/DealerPortal/Lending/v1/SellerFilters/,149,335,202,614,1204,1714,87,3914,0.000%,.51351,69.94,1.13
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,149,93,60,149,203,490,29,2188,0.000%,.51414,0.46,1.15
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,149,156,106,270,395,890,27,956,0.000%,.51393,0.70,1.99
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,148,133,98,188,314,982,26,1512,0.000%,.51201,0.49,1.99
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,148,118,97,198,264,510,31,712,0.000%,.51335,0.87,1.99
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,148,121,104,174,235,579,33,1329,0.000%,.51327,0.37,2.00
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,148,125,100,174,260,804,28,1180,0.000%,.51324,0.53,2.00
/API/DealQueue/v1/DealQueue?count=100,148,371,255,739,1057,1841,81,1878,0.000%,.51292,62.30,2.08
