Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://uat-dealer.cudl.com,150,83,60,146,182,315,25,498,0.000%,.50046,0.57,0.17
/Home/Login,150,65,50,84,150,464,22,785,0.000%,.50061,0.19,0.41
/v2/,150,89,50,118,177,1215,24,1337,0.000%,.50056,1.00,0.41
/v2/assets/config.json,150,63,49,97,149,297,23,472,0.000%,.50049,0.41,0.40
/V2/assets/dictionary/dictionary.json,150,68,53,105,214,312,24,336,0.000%,.50048,3.77,0.41
/v2/cudirect.97d2dadbd9d377a1a23e.woff2,150,79,58,138,201,410,26,436,0.000%,.50045,11.58,0.44
/cuid/api/token/provider,150,654,469,960,1850,3375,255,4815,0.000%,.49974,0.39,0.30
/cuid/api/token,149,2393,1381,4643,6104,16124,1179,17030,0.000%,.50047,0.85,0.31
/Home/LoginWidget,149,978,872,1135,1233,3936,661,6309,0.000%,.50268,1.45,0.95
/CUDL,149,194,162,315,409,805,42,914,0.000%,.50303,21.52,1.70
/CUDL/styles/lending,148,203,201,302,337,524,69,871,0.000%,.50248,25.98,1.69
/css,148,488,422,535,630,3118,284,3920,0.000%,.50198,0.81,0.17
/CUDL/scripts/Libraries,148,685,619,1118,1358,2025,99,5030,0.000%,.50123,140.48,1.66
/CUDL/scripts/CUDLApp,148,571,474,974,1283,2272,116,2386,0.000%,.49907,93.07,1.65
/CUDL/CudlWebConfig/GetCudlWebConfig,147,412,295,806,1091,1445,195,1940,0.000%,.49862,1.52,1.64
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,147,118,104,203,219,403,26,739,0.000%,.49890,0.23,1.94
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,147,103,97,147,190,405,25,475,0.000%,.49882,0.23,1.94
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,147,231,183,324,377,1369,96,1779,0.000%,.49853,0.47,1.04
