Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://uat-dealer.cudl.com,25,1101,1386,1710,1865,1904,144,1904,0.000%,11.25113,12.79,3.78
/Home/Login,25,133,125,145,159,732,57,732,0.000%,11.20072,480.79,9.16
/Account/Login,25,3548,3516,4089,4211,4309,2606,4309,0.000%,3.88259,11.83,3.99
/CUDL,25,217,194,287,504,563,112,563,0.000%,7.04225,301.35,16.99
/CUDL/styles/lending,25,104,95,156,193,292,35,292,0.000%,6.97934,361.88,16.59
/css,25,342,343,363,385,430,305,430,0.000%,6.43335,10.34,2.17
/CUDL/scripts/Libraries,25,392,357,661,682,1178,105,1178,0.000%,6.01540,1685.99,14.06
/CUDL/scripts/CUDLApp,25,180,139,255,630,639,36,639,0.000%,5.74185,601.18,13.41
/CUDL/CudlWebConfig/GetCudlWebConfig,25,385,285,622,1051,1295,174,1295,0.000%,5.46687,17.10,12.59
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,25,77,62,109,156,178,30,178,0.000%,5.49813,2.58,15.74
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,25,61,58,86,91,97,29,97,0.000%,5.45256,2.56,15.61
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,25,174,167,212,217,236,131,236,0.000%,5.26870,5.01,5.24
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,25,50,35,64,71,320,25,320,0.000%,5.36596,5.28,6.46
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,25,52,36,54,99,297,25,297,0.000%,5.35791,4.27,7.33
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,25,85,70,116,141,289,24,289,0.000%,5.26759,9.22,15.00
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,25,63,61,93,131,145,26,145,0.000%,5.13663,5.26,14.63
/DealerPortal/DealerPortalAPI/v1/User,50,67,45,114,193,419,29,419,0.000%,10.20408,12.61,12.78
