Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://qa-dealer.cudl.com,6000,292,212,402,510,1950,138,7979,0.000%,2.59001,1.46,0.87
/Home/Login,6000,80,47,92,115,1031,28,7669,0.000%,2.59099,6.19,1.16
/Account/Login,6000,30843,2783,100346,100726,104719,666,109713,8.800%,2.59015,7.23,1.69
/CUDL,5472,211,132,437,720,1473,30,6113,0.000%,2.36371,6.25,4.91
/CUDL/styles/lending,5472,162,107,302,493,964,37,3623,0.000%,2.36372,121.65,4.84
/css,5472,500,443,662,768,1007,281,15693,0.000%,2.36342,3.83,0.79
/CUDL/scripts/Libraries,5472,411,245,898,1275,2129,96,4818,0.000%,2.36384,661.98,4.81
/CUDL/scripts/CUDLApp,5472,218,114,447,720,1568,43,4175,0.000%,2.36426,246.84,4.81
/CUDL/CudlWebConfig/GetCudlWebConfig,5472,821,505,1788,2465,4281,210,7911,0.000%,2.36406,6.69,4.73
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,5472,162,97,323,472,1136,26,3635,0.000%,2.36427,1.11,6.07
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,5472,96,53,163,290,837,26,3170,0.000%,2.36420,1.11,6.07
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,5472,270,221,419,501,762,136,3505,0.000%,2.36409,0.68,2.43
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,5472,52,42,81,95,157,25,1281,0.000%,2.36436,1.12,2.28
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,5472,51,41,79,95,149,25,503,0.000%,2.36442,1.12,2.29
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,5472,133,62,255,428,1263,28,3983,0.000%,2.36441,3.84,6.03
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,5472,86,52,142,245,626,27,3369,0.000%,2.36441,2.12,6.03
/DealerPortal/DealerPortalAPI/v1/User,10944,158,67,210,582,1975,39,6271,0.000%,4.72870,3.89,4.41
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,5472,103,57,204,306,693,27,3226,0.000%,2.36442,1.54,6.03
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,5472,79,52,127,216,532,27,1570,0.000%,2.36443,1.24,6.02
/DealerPortal/Lending/v1/SellerFilters/,5472,150,98,278,414,836,42,3508,0.000%,2.36440,127.00,2.17
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,5472,62,47,89,117,341,29,1234,0.000%,2.36445,0.79,2.27
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,5472,95,54,187,285,699,28,3430,0.000%,2.36446,3.08,6.03
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,5472,74,50,116,196,522,28,1511,0.000%,2.36446,2.14,6.04
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,5472,75,51,111,171,530,27,1393,0.000%,2.36446,3.86,6.02
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,5472,72,50,115,176,464,27,1543,0.000%,2.36446,1.56,6.05
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,5472,69,49,111,159,441,27,1393,0.000%,2.36446,2.28,6.06
/API/DealQueue/v1/DealQueue?count=100&startDate={currentUtcTime},5472,119,86,194,296,701,33,3231,0.000%,2.36445,0.60,6.43
/CUDL/{SiteVersion}/App/Messages/Views/MessageBoardComponent.html,5472,74,50,122,188,477,26,3188,0.000%,2.36455,3.02,6.12
/CUDL/{SiteVersion}/App/Messages/Views/MessageDetailComponent.html,5472,71,49,111,166,452,27,3166,0.000%,2.36455,2.12,6.12
/DealerPortal/DealerPortalAPI/v1/DealerStatistics,5472,169,50,352,625,1764,27,4383,0.000%,2.36454,1.23,2.23
/API/MessageBoard/v1/messages,5472,111,67,198,319,791,31,3734,5.208%,2.36454,1.35,6.05
TOTAL,176688,1209,74,470,928,69655,25,109713,0.460%,76.17760,1226.45,137.59
