Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://qa-dealer.cudl.com,127,95,58,202,244,438,27,673,0.000%,.42524,0.24,0.14
/Home/Login,127,58,44,89,164,275,19,345,0.000%,.42534,0.16,0.19
/v2/,127,67,43,82,119,1162,21,1203,0.000%,.42530,0.85,0.19
/v2/assets/config.json,127,57,46,75,179,310,21,351,0.000%,.42524,0.35,0.18
/V2/assets/dictionary/dictionary.json,127,61,46,90,142,339,24,476,0.000%,.42479,3.20,0.19
/v2/cudirect.97d2dadbd9d377a1a23e.woff2,127,61,49,100,142,259,24,285,0.000%,.42471,9.83,0.21
/cuid/api/token/provider,127,557,427,1221,1378,1468,338,1474,0.000%,.42413,0.36,0.25
/cuid/api/token,127,3235,1028,11901,12692,12955,916,12964,0.000%,.42322,0.69,0.26
/Home/LoginWidget,126,1487,1085,2696,3036,4141,767,4223,0.000%,.43436,1.11,0.66
/CUDL,125,230,126,394,1163,1284,28,1335,0.000%,.44026,1.16,1.33
/CUDL/styles/lending,125,223,145,360,727,1465,37,1780,0.000%,.44017,22.62,1.31
/css,125,445,422,517,626,1377,297,1443,0.000%,.43966,0.71,0.15
/CUDL/scripts/Libraries,125,393,284,738,915,1299,94,3727,0.000%,.43958,123.10,1.31
/CUDL/scripts/CUDLApp,124,304,187,567,671,1069,68,4820,0.000%,.43769,81.52,1.30
/CUDL/CudlWebConfig/GetCudlWebConfig,124,542,352,1202,1478,2352,217,3362,0.000%,.43366,1.21,1.27
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,123,164,110,235,393,1089,26,3177,0.000%,.43592,0.20,1.55
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,123,118,92,199,354,573,29,843,0.000%,.43688,0.21,1.55
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,123,199,165,235,268,534,84,3164,0.000%,.43658,0.13,0.92
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,121,55,46,80,85,298,26,356,0.000%,.43308,0.21,0.88
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,121,52,46,74,87,161,24,308,0.000%,.43304,0.21,0.89
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,121,139,96,219,278,1175,30,1205,0.000%,.43283,0.70,1.53
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,121,103,89,170,199,349,30,872,0.000%,.43277,0.39,1.53
/DealerPortal/DealerPortalAPI/v1/User,242,76,70,101,115,293,40,372,0.000%,.86513,0.73,1.74
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,121,138,95,208,254,509,25,3294,0.000%,.43251,0.28,1.53
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,121,107,90,208,257,374,23,449,0.000%,.43247,0.23,1.53
/DealerPortal/Lending/v1/SellerFilters/,121,121,100,195,261,431,54,584,0.000%,.43230,25.14,0.86
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,121,55,45,94,105,121,25,307,0.000%,.43231,0.14,0.88
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,121,110,91,210,232,334,24,875,0.000%,.43226,0.56,1.53
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,121,101,83,161,257,409,25,417,0.000%,.43220,0.39,1.53
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,121,101,87,179,202,397,25,451,0.000%,.43203,0.70,1.52
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,121,93,87,144,197,280,22,377,0.000%,.43210,0.29,1.53
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,121,100,90,171,216,288,27,315,0.000%,.43207,0.42,1.53
/API/DealQueue/v1/DealQueue?count=100,121,286,208,516,785,1756,79,1766,0.000%,.43166,57.17,1.60
/CUDL/{SiteVersion}/App/Messages/Views/MessageBoardComponent.html,121,128,98,202,289,870,25,948,0.000%,.43182,0.55,1.54
/CUDL/{SiteVersion}/App/Messages/Views/MessageDetailComponent.html,120,98,84,143,195,322,28,694,0.000%,.42983,0.39,1.54
/DealerPortal/DealerPortalAPI/v1/DealerStatistics,120,185,120,275,453,3182,24,3275,0.000%,.42980,0.23,0.87
/API/MessageBoard/v1/messages,120,170,106,330,496,817,38,1338,2.500%,.42969,0.25,1.52
/API/AppStagingProxy/DigitalDeal/GetDigitalDeals?count=100&startDate={currentUtcTime},117,1011,610,1274,3020,8493,350,8707,0.000%,.41783,26.12,1.58
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueue.html,116,146,115,236,379,532,30,668,0.000%,.41885,0.41,1.55
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueComponent.html,116,101,89,185,230,326,24,344,0.000%,.41891,1.64,1.55
/CUDL/{SiteVersion}/App/Common/Views/AppSummary.html,116,118,97,186,230,319,28,1471,0.000%,.41885,2.43,1.55
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueFiltersComponent.html,116,116,96,163,199,764,29,1270,0.000%,.41882,1.22,1.56
/CUDL/{SiteVersion}/App/Forms/Views/FormsComponent.html,116,144,102,179,246,1247,25,1462,0.000%,.41875,0.91,1.55
/CUDL/{SiteVersion}/App/AppDetails/Views/Lender.html,116,137,100,179,257,1204,29,1424,0.000%,.41865,0.62,1.55
/CUDL/{SiteVersion}/App/AppDetails/Views/DecisionHistory.html,116,113,101,183,224,337,27,382,0.000%,.41860,0.36,1.55
/API/DealQueue/v1/DealQueue?count=2500,878,5452,4845,9210,9931,12041,1222,15133,0.000%,3.11800,10287.25,11.54
/CUDL/{SiteVersion}/App/DigitalDealQueue/Views/DigitalDealQueueComponent.html,106,259,180,267,380,3245,47,3316,0.000%,.44376,1.16,1.65
/CUDL/Logos/AutoSMART.svg,106,147,101,264,561,626,26,918,0.000%,.44390,1.55,1.34
/CUDL/Logos/LendingTree.svg,106,128,103,212,299,448,29,646,0.000%,.44397,3.60,1.34
/CUDL/Logos/AutoShopping.svg,106,143,98,291,475,677,31,851,0.000%,.44422,2.77,1.34
/CUDL/Logos/AutoNavigator.svg,106,116,99,185,280,472,26,580,0.000%,.44423,2.00,1.34
/CUDL/Logos/Equifax.svg,106,152,88,175,412,1239,33,1308,0.000%,.44426,0.91,1.34
/CUDL/{SiteVersion}/App/DigitalDealQueue/Views/DigitalDealQueueFiltersComponent.html,106,126,96,157,229,1206,33,1262,0.000%,.44251,0.90,1.65
/CUDL/{SiteVersion}/App/Common/Views/SwapArrows-Horizontal.html,106,93,90,132,173,326,26,328,0.000%,.44237,0.31,1.64
/API/AppStagingProxy/DigitalDeal/GetDigitalDeals?count=500,106,2096,1253,4084,9627,9925,733,10182,0.000%,.43909,134.78,1.69
/CUDL/{SiteVersion}/App/DigitalDealDetails/Views/DigitalDealDetailsComponent.html,106,151,146,252,284,389,32,481,0.000%,.44440,0.41,1.66
/API/AppStagingProxy/DigitalDeal/{digitalDealAppStagingId},212,729,327,944,2564,9020,203,9414,0.000%,.88136,4.88,3.25
/CUDL/{SiteVersion}/App/DigitalDealCommon/ApplicationHeaderComponent/View/ApplicationHeaderComponent.html,106,136,114,207,260,705,26,786,0.000%,.44481,0.48,1.67
/CUDL/{SiteVersion}/App/DigitalDealCommon/ApplicantComponent/View/ApplicantComponent.html,106,125,90,147,223,1264,28,1350,0.000%,.44473,1.16,1.66
/CUDL/{SiteVersion}/App/DigitalDealCommon/CollateralComponent/View/CollateralComponent.html,106,105,91,171,234,374,31,401,0.000%,.44477,0.54,1.66
/CUDL/{SiteVersion}/App/DigitalDealCommon/TradeInComponent/View/TradeInComponent.html,106,98,88,143,188,367,25,400,0.000%,.44482,0.49,1.66
/CUDL/{SiteVersion}/App/DigitalDealCommon/ApplicationSummaryComponent/View/ApplicationSummaryComponent.html,106,112,94,137,168,1163,27,1259,0.000%,.44481,0.71,1.67
/CUDL/{SiteVersion}/App/DigitalDealCommon/DealStructureComponent/View/DealStructureComponent.html,106,120,94,144,185,1120,30,1198,0.000%,.44487,0.65,1.66
/CUDL/{SiteVersion}/App/DigitalDealCommon/AddOnsComponent/View/AddOnsComponent.html,106,103,94,142,201,339,29,395,0.000%,.44492,0.41,1.66
/CUDL/{SiteVersion}/App/AppEntry/Views/AppEntry.html,106,115,94,134,156,1270,39,1273,0.000%,.44503,1.70,1.64
/CUDL/{SiteVersion}/App/AppEntry/Views/NavMenu.html,106,140,93,157,272,1216,29,1277,0.000%,.44500,0.60,1.64
/CUDL/{SiteVersion}/App/AppEntry/Views/Comment.html,106,114,91,185,246,492,29,719,0.000%,.44506,0.42,1.64
/CUDL/{SiteVersion}/App/AppEntry/Views/SetupForm.html,106,101,89,144,189,347,26,457,0.000%,.44510,0.53,1.65
/CUDL/{SiteVersion}/App/AppEntry/Views/DealStructure.html,106,109,88,160,200,313,29,1224,0.000%,.44510,0.93,1.65
/CUDL/{SiteVersion}/App/Common/Views/appSetupDialog.html,106,327,112,309,729,3681,35,9335,0.000%,.44314,1.95,1.64
/DealerPortal/Lending/v1/MemberEligibility?lenderCode={applicationLenderCode},105,447,432,516,574,819,331,1277,0.000%,.43955,0.15,0.92
/CUDL/{SiteVersion}/App/AppEntry/Views/ApplicantForm.html,104,224,106,219,238,3348,29,3367,0.000%,.43888,1.64,1.62
/CUDL/{SiteVersion}/App/AppEntry/Views/ApplicantResidence.html,104,97,93,139,159,233,30,334,0.000%,.43882,0.76,1.63
/CUDL/{SiteVersion}/App/AppEntry/Views/ApplicantPreviousResidenceForm.html,104,104,89,143,179,407,25,514,0.000%,.43870,0.54,1.63
/CUDL/{SiteVersion}/App/AppEntry/Views/ApplicantCurrentEmploymentForm.html,104,103,87,134,154,224,27,1159,0.000%,.43878,0.83,1.63
/CUDL/{SiteVersion}/App/AppEntry/Views/ApplicantPreviousEmploymentForm.html,104,93,87,135,150,314,25,584,0.000%,.43899,0.46,1.63
/CUDL/{SiteVersion}/App/AppEntry/Views/TradeIn.html,104,91,88,132,155,175,25,237,0.000%,.43903,0.71,1.62
/CUDL/{SiteVersion}/App/AppEntry/Views/Collateral.html,104,127,89,175,257,904,32,1169,0.000%,.43910,1.12,1.62
/DealerPortal/Lending/v1/SystemType,104,131,83,165,321,446,40,3345,0.000%,.43894,12.35,0.91
