Label,# Samples,Average,Median,90% Line,95% Line,99% Line,Min,Max,Error %,Throughput,Received KB/sec,Sent KB/sec
https://qa-dealer.cudl.com,145,142,95,271,372,437,27,2001,0.000%,.48883,0.28,0.16
/Home/Login,145,93,68,196,269,436,21,454,0.000%,.48898,0.18,0.22
/v2/,145,76,63,161,206,239,21,259,0.000%,.48895,0.98,0.21
/v2/assets/config.json,145,72,62,123,171,314,21,321,0.000%,.48889,0.40,0.21
/V2/assets/dictionary/dictionary.json,145,64,58,103,133,197,24,264,0.000%,.48879,3.68,0.22
/v2/cudirect.97d2dadbd9d377a1a23e.woff2,145,72,64,120,135,263,25,446,0.000%,.48875,11.31,0.24
/cuid/api/token/provider,145,1033,504,2331,5615,6416,363,6480,0.000%,.48805,0.42,0.29
/cuid/api/token,145,3015,1231,9993,11149,11318,958,11347,0.000%,.48703,0.79,0.30
/Home/LoginWidget,145,1270,1205,1538,1959,2892,827,2985,0.000%,.50425,1.29,0.77
/CUDL,145,240,131,613,834,1567,28,1683,0.000%,.50588,2.18,1.52
/CUDL/styles/lending,145,396,230,987,1059,2205,59,2248,0.000%,.50566,55.21,1.51
/css,145,536,487,623,853,2274,288,2359,0.000%,.50509,0.82,0.17
/CUDL/scripts/Libraries,144,756,613,1623,1902,2590,102,2797,0.000%,.50162,227.45,1.49
/CUDL/scripts/CUDLApp,143,734,585,1543,1757,2390,66,4017,0.000%,.49656,229.82,1.48
/CUDL/CudlWebConfig/GetCudlWebConfig,142,562,431,1138,1241,1422,216,1889,0.000%,.49367,2.32,1.45
/CUDL/App/Content/LoggerConfig/InsightLoggerConfiguration.txt,140,167,120,286,422,1046,31,1049,0.000%,.49194,0.22,1.74
/CUDL/App/Content/LoggerConfig/ConsoleLoggerConfiguration.txt,140,120,100,183,301,466,24,716,0.000%,.49187,0.22,1.74
/DealerPortal/Lending/v1/rpc/Applications/CleanApps,140,256,203,274,321,2513,94,3241,0.000%,.49161,0.14,1.03
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDealQueueFirebaseToken,140,70,60,99,116,377,23,915,0.000%,.49178,0.23,1.00
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDigitalDealQueueFirebaseToken,140,76,60,101,119,168,24,1973,0.000%,.49172,0.23,1.00
/CUDL/{SiteVersion}/App/Common/Views/siteHeader.html,140,185,119,379,508,1085,24,1162,0.000%,.49167,1.45,1.73
/CUDL/{SiteVersion}/App/Home/Views/HomeComponent.html,140,145,107,229,324,1164,27,1415,0.000%,.49163,0.85,1.73
/DealerPortal/DealerPortalAPI/v1/User,280,83,72,118,135,343,40,701,0.000%,.98299,0.81,1.96
/CUDL/{SiteVersion}/App/Common/Views/SiteFooter.html,140,133,109,228,299,448,26,1048,0.000%,.49153,0.57,1.73
/CUDL/{SiteVersion}/App/Common/Views/Overlay.html,140,132,102,250,297,1006,29,1021,0.000%,.49156,0.48,1.73
/DealerPortal/Lending/v1/SellerFilters/,140,133,109,182,226,902,41,913,0.000%,.49146,24.18,0.97
/DealerPortal/Lending/v1/rpc/SmartFund/GetSmartFundLendersByDealer,140,76,62,104,129,371,26,864,0.000%,.49162,0.17,1.00
/CUDL/{SiteVersion}/App/Common/Views/userInfo.html,140,174,108,246,446,985,28,3367,0.000%,.48999,1.22,1.73
/CUDL/{SiteVersion}/App/Common/Views/dealersDropdown.html,139,128,102,215,313,986,25,1006,0.000%,.49183,0.76,1.74
/CUDL/{SiteVersion}/App/DMS/Views/DmsSearch.html,139,141,106,227,313,1248,29,1326,0.000%,.49024,1.48,1.72
/CUDL/{SiteVersion}/App/Messages/Views/MessagesComponent.html,139,139,104,218,263,1250,26,2344,0.000%,.49028,0.61,1.73
/CUDL/{SiteVersion}/App/Home/Views/DealerStatisticsComponent.html,139,121,112,194,242,357,25,403,0.000%,.49016,0.98,1.73
/API/DealQueue/v1/DealQueue?count=100,139,440,287,885,1291,2049,96,2925,0.000%,.48732,60.13,1.80
/CUDL/{SiteVersion}/App/Messages/Views/MessageBoardComponent.html,138,177,125,275,376,1167,33,1699,0.000%,.49001,1.16,1.75
/CUDL/{SiteVersion}/App/Messages/Views/MessageDetailComponent.html,138,110,102,175,215,292,29,300,0.000%,.48984,0.85,1.75
/DealerPortal/DealerPortalAPI/v1/DealerStatistics,138,203,194,288,320,470,30,3198,0.000%,.48983,0.26,0.98
/API/MessageBoard/v1/messages,138,187,138,337,437,940,51,1344,2.899%,.48966,0.28,1.73
/API/DMS/v1/DealerDmsRecords/CleanApps,134,215,142,448,620,1093,34,1552,0.000%,.47534,0.09,1.77
/API/DMS/v1/DealerDmsRecords,134,175,129,363,443,548,36,1616,0.000%,.47475,0.12,1.71
/DealerPortal/Lending/v1/rpc/FirebaseToken/GetDmsFirebaseToken,134,91,65,197,231,508,24,527,0.000%,.47463,0.23,0.99
/API/AppStagingProxy/DigitalDeal/GetDigitalDeals?count=100&startDate={currentUtcTime},134,726,467,1281,1523,3812,238,11666,0.000%,.47389,1.19,1.79
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueue.html,134,207,147,304,678,1463,31,1992,0.000%,.47337,0.85,1.75
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueComponent.html,134,146,116,221,264,382,48,1860,0.000%,.47438,4.01,1.76
/CUDL/{SiteVersion}/App/Common/Views/AppSummary.html,134,126,110,222,258,395,38,396,0.000%,.47435,6.92,1.75
/CUDL/{SiteVersion}/App/DealQueue/Views/DealQueueFiltersComponent.html,134,124,107,222,276,329,32,420,0.000%,.47444,3.78,1.76
/CUDL/{SiteVersion}/App/Forms/Views/FormsComponent.html,134,149,110,216,271,456,30,3390,0.000%,.47447,2.08,1.75
/CUDL/{SiteVersion}/App/AppDetails/Views/Lender.html,134,158,115,304,349,1229,37,1274,0.000%,.47453,1.88,1.75
/CUDL/{SiteVersion}/App/AppDetails/Views/DecisionHistory.html,134,141,128,237,275,456,33,501,0.000%,.47451,0.83,1.76
/API/DealQueue/v1/DealQueue?count=2500,1042,4885,4541,7833,8735,11096,1823,13332,0.000%,3.62974,11241.93,13.40
